Year,State,Month,Region,Site,Lat,Long,Prevalence,MonitoringLocation,Mean Intensity
2017,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,68,WE4.1,1.48
2008,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,76,CB5.4,1.48
1999,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,95,LE5.2,1.45
1993,VA,October,EASTERN SHORE,BRADFORD BAY,,,96,,1.44
1993,VA,September,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,88,WE4.1,1.44
2016,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,64,RET3.2,1.44
2000,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,80,LE5.2,1.44
2006,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,64,LE3.1,1.44
2020,VA,September,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,72,LE3.7,1.44
1992,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,100,LE3.1,1.44
2021,VA,September,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,72,WE4.1,1.44
1996,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,95,LE5.2,1.44
2007,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,80,LE5.2,1.44
2007,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,65,LE3.1,1.434782609
2006,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,63,CB3.2,1.4
1996,VA,August,TANGIER SOUND,CALIFORNIA ROCK,,,92,,1.4
2018,MD,October,CHOPTANK RIVER,SANDY HILL (S),38.598383,-76.113417,53,ET5.2,1.4
1998,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,60,EE1.1,1.4
1996,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,60,EE3.1,1.4
2009,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,43,EE3.1,1.4
2010,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,53,EE3.1,1.4
2015,VA,October,JAMES RIVER,CRUISERS ROCK,,,52,,1.4
1997,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,63,ET4.2,1.4
2005,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,76,CB5.4,1.4
2001,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,43,EE3.1,1.4
2011,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,37,EE3.1,1.4
1998,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,50,EE2.1,1.4
2013,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,68,CB5.4,1.4
2005,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,70,LE3.2,1.4
1997,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,97,EE3.0,1.4
2006,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,23,EE3.0,1.4
2002,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,80,LE2.2,1.4
2004,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,53,ET5.1,1.4
1992,MD,October,MANOKIN RIVER,GEORGES (S),38.40033,-75.824867,58,ET5.2,1.4
1995,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,100,LE5.2,1.4
1991,VA,April,EASTERN SHORE,HUMP DRAIN,,,100,,1.4
1996,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,47,CB4.1W,1.4
2012,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,41,LE5.2,1.4
2004,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,47,LE1.1,1.4
1993,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,100,LE3.7,1.4
1992,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,100,LE3.2,1.4
2014,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,76,LE3.2,1.4
2018,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,0,ET8.1,1.4
1996,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,77,ET8.1,1.4
2012,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,80,LE5.2,1.4
1994,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,92,LE5.2,1.4
1996,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,82,EE3.0,1.4
2018,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,63,EE3.0,1.4
2014,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,40,EE3.2,1.4
1994,MD,October,TANGIER SOUND,SHARKFIN SHOAL,38.208167,-75.986383,63,EE3.0,1.4
1992,VA,,EASTERN SHORE,THE GULF,,,84,,1.4
2007,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,76,LE5.2,1.4
1992,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,67,RET3.1,1.4
1995,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,57,RET3.1,1.4
1990,VA,November,MOBJACK BAY,WHITES CREEK,,,72,,1.4
1996,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,67,EE1.1,1.4
2014,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,76,LE5.2,1.4
1998,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,77.4,LE3.1,1.391304348
2013,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,71,LE3.4,1.375
2004,VA,September,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,63,WE4.1,1.368421053
1992,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,96,RET3.2,1.36
2016,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,80,LE3.7,1.36
2020,VA,September,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,56,CB5.4,1.36
2003,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,80,CB5.4,1.36
2014,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,64,CB5.4,1.36
2017,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,72,LE5.2,1.36
1991,VA,October,RAPPAHANNOCK RIVER,MIDDLE GROUND,37.683333,-76.473333,96,LE3.4,1.36
2007,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,72,LE3.7,1.36
2014,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,64,WE4.1,1.36
2003,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,83,WE4.1,1.333333333
2004,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,52,RET4.3,1.32
2019,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,52,RET4.3,1.32
1990,VA,August,GREAT WICOMICO RIVER,CRANES CREEK,,,84,,1.32
1992,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,96,CB5.4,1.32
2013,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,68,WE4.1,1.32
2004,VA,October,YORK RIVER,PAGE ROCK,,,68,,1.32
1999,VA,October,YEOCOMICO RIVER,REEF,,,92,,1.32
1996,VA,August,RAPPAHANNOCK RIVER,SPIKE,,,100,,1.32
1999,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,100,CB5.4,1.32
2020,VA,September,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,76,CB5.4,1.32
2018,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,57,EE2.1,1.3
1997,MD,October,CHOPTANK RIVER,SANDY HILL (S),38.598383,-76.113417,60,ET5.2,1.3
2015,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,53,ET4.2,1.3
2018,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,43,ET4.2,1.3
2012,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,40,LE5.1,1.3
2012,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,50,EE3.0,1.3
1996,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,67,CB3.3W,1.3
2003,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,37,EE2.2,1.3
2009,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,43,LE2.2,1.3
1997,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,47,ET5.1,1.3
2009,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,72,LE5.2,1.3
1997,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,43,CB4.1W,1.3
2006,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,70,CB4.1W,1.3
2010,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,63,CB4.1W,1.3
2005,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,50,CB3.3W,1.3
2008,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,47,CB3.3W,1.3
2010,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,50,EE1.1,1.3
2011,VA,October,JAMES RIVER,MULBERRY POINT,37.119167,-76.63195,68,LE5.2,1.3
2003,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,47,LE1.1,1.3
2018,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,50,LE1.1,1.3
1992,MD,October,POCOMOKE SOUND,MARUMSCO,37.948233,-75.736017,60,EE3.3,1.3
2011,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,40,LE2.3,1.3
2019,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,40,LE2.3,1.3
2008,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,40,ET8.1,1.3
2012,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,50,ET8.1,1.3
2011,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,70,LE5.2,1.3
2003,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,60,EE3.0,1.3
2009,VA,October,RAPPAHANNOCK RIVER,ROSS ROCK,37.901117,-76.789167,40,RET3.1,1.3
1997,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,57,EE3.2,1.3
2013,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,52,EE3.2,1.3
2005,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,50,RET3.1,1.3
2009,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,50,RET3.1,1.3
1994,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,63,EE1.1,1.3
1996,VA,August,COAN RIVER,BIG BAR,,,88,,1.28
2006,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,64,RET3.2,1.28
1993,VA,September,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,96,LE3.7,1.28
1998,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,88,LE3.7,1.28
2013,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,72,LE3.7,1.28
2018,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,72,LE3.7,1.28
1999,VA,October,JAMES RIVER,DEEP WATER SHOAL,37.148883,-76.63555,72,LE5.1,1.28
2018,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,56,LE3.4,1.28
2015,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,64,LE5.2,1.28
1990,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,80,CB5.4,1.28
1996,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,88,CB5.4,1.28
2018,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,56,CB5.4,1.28
1993,VA,October,EASTERN SHORE,HUMMOCK LIGHT,,,100,,1.28
1996,VA,October,JAMES RIVER,JAIL ISLAND,,,96,,1.28
2004,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,48,RET3.2,1.28
1993,VA,October,EASTERN SHORE,LOON CHANNEL ,,,96,,1.28
1998,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,77.4,LE3.1,1.28
2020,VA,September,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,72,LE3.1,1.28
2016,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,64,LE5.2,1.28
2004,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,52,CB5.4,1.28
2013,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,72,CB5.4,1.28
2018,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,60,RET4.3,1.24
1990,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,84,RET3.2,1.24
1992,VA,,EASTERN SHORE,BRADFORD BAY,,,84,,1.24
1990,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,92,LE3.7,1.24
1997,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,68,LE3.7,1.24
2019,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,60,LE3.7,1.24
1999,VA,September,ELIZABETH RIVER (REEF),ELIZABETH RIVER (REEF),,,68,LE5.2,1.24
1993,VA,September,YEOCOMICO RIVER,LYNCH POINT,,,92,,1.24
2007,VA,October,JAMES RIVER,MOON ROCK,,,68,,1.24
1992,VA,October,POQUOSON,POQUOSON,,,100,,1.24
1999,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,84,WE4.1,1.24
2019,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,76,WE4.1,1.24
1990,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,92,CB5.4,1.24
2002,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,84,CB5.4,1.24
1995,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,100,LE5.2,1.24
2004,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,68,LE5.2,1.24
1998,VA,September,TANGIER SOUND,HURLEY'S ROCK,,,76,,1.238095238
2019,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,33,EE2.1,1.2
1998,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,88,RET3.2,1.2
1998,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,88,RET3.2,1.2
1990,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,96,LE3.7,1.2
2000,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,40,EE2.1,1.2
2019,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,37,EE2.1,1.2
1994,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,47,ET4.2,1.2
2004,MD,October,CHOPTANK RIVER,LIGHTHOUSE,38.658367,-76.188183,43,ET4.2,1.2
1991,VA,September,POTOMAC RIVER,COLONIAL BEACH,,,72,,1.2
1996,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,64,LE3.4,1.2
1991,VA,June,MOBJACK BAY,EAST RIVER,,,92,,1.2
2018,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,47,CB3.3W,1.2
1991,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,88,CB5.4,1.2
2013,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,64,CB5.4,1.2
1998,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,57,EE3.1,1.2
2004,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,56,CB5.4,1.2
2006,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,40,LE2.2,1.2
2008,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,43,LE2.2,1.2
1996,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,43,ET5.1,1.2
2014,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,43,ET5.1,1.2
1994,MD,October,MANOKIN RIVER,GEORGES (S),38.40033,-75.824867,50,ET5.2,1.2
2011,MD,October,MANOKIN RIVER,GEORGES (S),38.40033,-75.824867,50,ET5.2,1.2
1997,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,53,ET5.1,1.2
2010,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,33,ET5.1,1.2
1992,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,57,CB4.1W,1.2
2016,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,40,CB4.1W,1.2
2017,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,47,CB4.1W,1.2
2005,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,40,RET3.2,1.2
2010,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,53,CB3.3W,1.2
2013,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,37,EE1.1,1.2
1994,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,60,EE1.1,1.2
1990,VA,October,RAPPAHANNOCK RIVER,MONASKON BLUFF,,,92,,1.2
2003,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,88,LE3.1,1.2
2012,VA,October,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,36,LE3.1,1.2
2013,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,50,ET8.1,1.2
2019,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,27,ET8.1,1.2
1997,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,80,LE5.2,1.2
2000,MD,October,TANGIER SOUND,BACK COVE,38.030167,-75.979817,40,EE3.1,1.2
1991,MD,October,TANGIER SOUND,SHARKFIN SHOAL,38.208167,-75.986383,60,EE3.0,1.2
2004,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,64,LE3.1,1.2
1996,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,70,ET4.2,1.2
1998,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,43,CB3.2,1.2
2000,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,80,CB3.2,1.2
2005,MD,October,UPPER BAY,SWAN POINT,39.13995,-76.302417,47,CB3.2,1.2
1996,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,56,RET3.1,1.2
2013,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,30,RET3.1,1.2
1993,VA,September,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,93,WE4.1,1.2
1996,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,60,RET3.1,1.2
1997,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,60,RET3.1,1.2
2019,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,56,CB5.4,1.2
2013,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,37,EE1.1,1.2
2006,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,56,WE4.1,1.1875
2015,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,67,LE3.4,1.166666667
1992,VA,June,YEOCOMICO RIVER,BARNS POINT,37.335283,-76.60055,100,LE4.2,1.16
2020,VA,September,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,60,LE3.7,1.16
2014,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,68,LE3.7,1.16
2014,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,60,LE3.4,1.16
2019,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,60,LE5.2,1.16
1990,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,84,CB5.4,1.16
1996,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,92,CB5.4,1.16
1998,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,52,WE4.1,1.16
1999,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,76,WE4.1,1.16
2020,VA,,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,60,WE4.1,1.16
2008,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,60,RET3.2,1.16
2007,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,68,LE5.2,1.16
2021,VA,September,RAPPAHANNOCK RIVER,MORATTICO,37.780533,-76.658183,68,LE3.1,1.16
2019,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,44,LE3.7,1.16
1996,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,68,LE3.2,1.16
2018,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,60,LE3.2,1.16
2007,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,68,LE3.1,1.16
2003,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,60,LE5.2,1.16
2013,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,68,LE5.2,1.16
1996,VA,October,JAMES RIVER,WHITE SHOAL,,,92,,1.16
2018,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,71,LE3.7,1.142857143
2007,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,46,RET3.2,1.125
1991,VA,September,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,88,RET3.2,1.12
1993,VA,August,YEOCOMICO RIVER,CORNISH COVE,,,80,,1.12
1999,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,88,CB5.4,1.12
2013,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,48,LE3.2,1.12
2019,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,40,LE3.2,1.12
1994,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,96,LE5.2,1.12
2016,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,48,LE5.2,1.12
2018,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,48,LE3.1,1.12
2017,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,56,LE5.2,1.12
2021,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,77,LE5.2,1.117647059
2006,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,50,EE2.1,1.1
2011,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,43,EE2.1,1.1
2009,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,63,RET3.2,1.1
2005,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,57,CB3.2,1.1
2006,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,30,ET5.2,1.1
1996,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,50,EE2.1,1.1
2018,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,43,EE1.1,1.1
1994,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,53,EE3.0,1.1
2019,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,27,EE3.0,1.1
2002,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,50,EE3.1,1.1
2005,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,30,LE2.2,1.1
1998,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,43,CB4.1W,1.1
2003,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,33,CB4.1W,1.1
1991,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,47,CB4.1W,1.1
1994,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,36,CB4.1W,1.1
1997,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,37,CB4.1W,1.1
2003,MD,October,MIDDLE BAY,HOLLAND POINT (S),38.739367,-76.511667,33,CB4.1W,1.1
2011,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,56,LE5.2,1.1
2017,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,36,EE1.1,1.1
1995,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,63,ET3.1,1.1
2007,MD,October,POCOMOKE SOUND,MARUMSCO,37.948233,-75.736017,37,EE3.3,1.1
2016,MD,October,POTOMAC RIVER,LOWER CEDAR POINT,38.333783,-76.981867,33,RET4.2,1.1
1990,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,57,EE3.2,1.1
2018,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,27,EE3.2,1.1
2006,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,40,ET4.2,1.1
2012,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,47,RET3.1,1.1
2011,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,47,EE1.1,1.1
2014,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,60,RET4.3,1.08
1996,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,84,LE3.7,1.08
2021,VA,September,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,76,LE3.7,1.08
1992,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,95,LE3.4,1.08
1991,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,84,CB5.4,1.08
2016,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,60,LE5.2,1.08
2018,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,60,LE5.2,1.08
2006,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,64,LE3.4,1.041666667
2014,VA,October,MOBJACK RIVER,TOW STAKE,37.338883,-76.386117,71,WE4.1,1.041666667
2004,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,48,LE3.7,1.04
