"Year","State","Month","Region","Site","Lat","Long","Prevalence","MonitoringLocation","Mean.Intensity"
1998,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"50","CB3.3W",2.73333333333333
1999,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"97","CB3.3W",3.46551724137931
2000,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"100","CB3.3W",3.46666666666667
2001,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"100","CB3.3W",3.78333333333333
2002,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"94","CB3.3W",4.125
2003,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"17","CB3.3W",2.4
2004,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"3","CB3.3W",0.5
2005,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"33","CB3.3W",1
2006,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"23","CB3.3W",1.57142857142857
2007,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"60","CB3.3W",2.88888888888889
2008,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"100","CB3.3W",2.93333333333333
2009,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"100","CB3.3W",3.1
2010,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"97","CB3.3W",3.58620689655172
2011,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"70","CB3.3W",2.96031746031746
2012,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"93","CB3.3W",3.35714285714286
2013,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"80","CB3.3W",3.14583333333333
2014,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"90","CB3.3W",3.05555555555556
2015,"MD","October","LITTLE CHOPTANK RIVER","CASON (S)",38.53645,-76.289033,"93","CB3.3W",2.96428571428571
1991,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"100","LE2.2",3.4
1992,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"81","LE2.2",3.28571428571429
1993,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"97","LE2.2",3.25862068965517
1994,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"80","LE2.2",2.66666666666667
1995,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"87","LE2.2",3
1996,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"60","LE2.2",2.52777777777778
1997,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"57","LE2.2",2.11764705882353
1998,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"97","LE2.2",3.22413793103448
1999,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"93","LE2.2",3.125
2000,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"83","LE2.2",3.08
2001,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"80","LE2.2",2.5625
2002,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"80","LE2.2",1.8125
2003,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"10","LE2.2",2.83333333333333
2004,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"7","LE2.2",1.75
2005,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"30","LE2.2",3.33333333333333
2006,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"40","LE2.2",3.08333333333333
2007,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"77","LE2.2",3.32608695652174
2008,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"43","LE2.2",2.92307692307692
2009,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"43","LE2.2",2.88461538461538
2010,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"77","LE2.2",3.17391304347826
2011,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"60","LE2.2",2.88888888888889
2012,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"90","LE2.2",3.18518518518519
2013,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"70","LE2.2",3.11904761904762
2014,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"73","LE2.2",3.20454545454545
2015,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"60","LE2.2",3
1991,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"97","ET5.1",4.03448275862069
1992,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"100","ET5.1",3.91666666666667
1993,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"93","ET5.1",2.5
1994,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"37","ET5.1",2.68181818181818
1995,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"93","ET5.1",2.7
1996,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"43","ET5.1",2.92307692307692
1997,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"47","ET5.1",2.57142857142857
1998,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"97","ET5.1",3.37931034482759
1999,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"93","ET5.1",4.48214285714286
2000,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"83","ET5.1",4.06
2001,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"93","ET5.1",3.41071428571429
2002,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"87","ET5.1",3.76923076923077
2003,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"53","ET5.1",4.125
2004,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"53","ET5.1",2.90625
2005,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"93","ET5.1",3.41071428571429
2006,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"93","ET5.1",4.17857142857143
2007,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"80","ET5.1",3.35416666666667
2008,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"50","ET5.1",3.43333333333333
2009,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"67","ET5.1",3.525
2010,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"70","ET5.1",2.69047619047619
2011,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"40","ET5.1",2.125
2012,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"77","ET5.1",2.69565217391304
2013,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"27","ET5.1",3.1875
2014,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"43","ET5.1",2.57692307692308
2015,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"87","ET5.1",3.32692307692308
1990,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","ET5.2",2.02
1991,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"93","ET5.2",3.14814814814815
1992,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"58","ET5.2",3.13333333333333
1993,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"30","ET5.2",2.38888888888889
1994,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"50","ET5.2",2.67647058823529
1995,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"87","ET5.2",3.38461538461538
1996,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"93","ET5.2",2.33928571428571
1997,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"93","ET5.2",2.625
1998,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","ET5.2",2.76
1999,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"93","ET5.2",3.53571428571429
2000,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"80","ET5.2",3
2001,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"100","ET5.2",4.46666666666667
2002,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"100","ET5.2",3.65
2003,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","ET5.2",2.88
2004,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"100","ET5.2",3.78333333333333
2005,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"90","ET5.2",3.46296296296296
2006,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"97","ET5.2",3.58620689655172
2007,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","ET5.2",3.84
2008,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"57","ET5.2",3.23529411764706
2009,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"57","ET5.2",2.64705882352941
2010,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"73","ET5.2",3.18181818181818
2011,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"50","ET5.2",2.66666666666667
2012,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"100","ET5.2",3.45
2013,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","ET5.2",3.94
2014,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"97","ET5.2",3.62068965517241
2015,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"93","ET5.2",3.89285714285714
2017,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"97","ET5.2",3.75862068965517
2018,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"77","ET5.2",3.43478260869565
2019,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"77","ET5.2",3.84782608695652
1991,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"97","ET5.1",2.8448275862069
1993,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"88","ET5.1",3.13333333333333
1994,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"30","ET5.1",2.33333333333333
1995,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"87","ET5.1",3.65384615384615
1996,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"63","ET5.1",2.92105263157895
1997,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"53","ET5.1",2.5
1998,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"73","ET5.1",3.27272727272727
2002,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"37","ET5.1",1.18181818181818
2004,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"3","ET5.1",0.5
2005,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"13","ET5.1",2.25
2006,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"43","ET5.1",1.61538461538462
2007,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"87","ET5.1",2.15384615384615
2008,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"67","ET5.1",3.125
2009,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"57","ET5.1",3.41176470588235
2010,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"33","ET5.1",3.3
2011,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"38","ET5.1",2.16666666666667
2012,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"53","ET5.1",2.5
2013,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"23","ET5.1",2.83333333333333
2014,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"10","ET5.1",2.83333333333333
2015,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"18","ET5.1",2.16666666666667
2017,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"52","ET5.1",2.66666666666667
2018,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"27","ET5.1",2.375
2019,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"13","ET5.1",4
1991,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"27","ET6.2",2.875
1992,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"57","ET6.2",2.63414634146341
1993,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"97","ET6.2",2.97368421052632
1994,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"23","ET6.2",2.19230769230769
1995,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"90","ET6.2",3.26415094339623
1996,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"30","ET6.2",2.375
1997,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"43","ET6.2",3.5
1998,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"43","ET6.2",2.73076923076923
1999,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"97","ET6.2",3.22413793103448
2000,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"97","ET6.2",3.62068965517241
2001,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"97","ET6.2",3.67241379310345
2002,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"100","ET6.2",2.8
2003,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"33","ET6.2",3.1
2004,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"30","ET6.2",2.72222222222222
2005,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"13","ET6.2",2.875
2006,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"70","ET6.2",1.9047619047619
2007,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"87","ET6.2",3.10714285714286
2008,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"80","ET6.2",3.10416666666667
2009,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"73","ET6.2",2.43181818181818
2010,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"63","ET6.2",2.34210526315789
2011,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"33","ET6.2",3.15
2012,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"33","ET6.2",2.15
2013,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"13","ET6.2",4
2015,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"10","ET6.2",2
1991,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","CB3.3W",2.1
1991,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","CB3.3W",3.57857142857143
1992,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"80","CB3.3W",3.09433962264151
1993,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"93","CB3.3W",3.09259259259259
1994,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"36","CB3.3W",3.15
1995,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87","CB3.3W",3.26923076923077
1995,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87","CB3.3W",1.81818181818182
1996,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","CB3.3W",2.66666666666667
1996,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","CB3.3W",3.25
1997,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"37","CB3.3W",1.90625
1997,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"37","CB3.3W",3.13636363636364
1998,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"37","CB3.3W",2.5
1999,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"93","CB3.3W",3.03571428571429
2000,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"87","CB3.3W",3.5
2001,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"93","CB3.3W",3.14285714285714
2002,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"100","CB3.3W",3.25
2003,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"33","CB3.3W",2.85
2004,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"30","CB3.3W",1.61111111111111
2005,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"53","CB3.3W",2.84375
2006,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"10","CB3.3W",3.5
2007,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"33","CB3.3W",2
2008,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"23","CB3.3W",3
2009,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"33","CB3.3W",2.4
2010,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"13","CB3.3W",2.375
2011,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"17","CB3.3W",2.25
2013,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"5","CB3.3W",0.5
2017,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","CB3.3W",2.10714285714286
2018,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"7","CB3.3W",0.5
2016,"MD","October","MIDDLE BAY","STONE ROCK",38.64795,-76.3765,"97","CB3.3W",3.87931034482759
1991,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"94","ET4.2",3.68965517241379
1992,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"86","ET4.2",3.48
1993,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"77","ET4.2",3.04347826086957
1994,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"60","ET4.2",3.22222222222222
1995,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"67","ET4.2",3.2
1996,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"20","ET4.2",2.58333333333333
1997,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"23","ET4.2",2.64285714285714
1998,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"100","ET4.2",2.98333333333333
1999,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"100","ET4.2",3.58333333333333
2000,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"97","ET4.2",3.1551724137931
2001,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"100","ET4.2",3.86666666666667
2002,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"100","ET4.2",3.18333333333333
2003,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"97","ET4.2",2.87931034482759
2004,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"97","ET4.2",3.12068965517241
2005,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"90","ET4.2",2.81481481481481
2006,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"80","ET4.2",2.66666666666667
2007,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"93","ET4.2",3.83928571428571
2008,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"87","ET4.2",2.96153846153846
2009,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"46","ET4.2",3.4
2010,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"50","ET4.2",2.46666666666667
2011,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"31","ET4.2",2.72222222222222
2012,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"46","ET4.2",2.83333333333333
2013,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"37","ET4.2",2.72727272727273
2014,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"10","ET4.2",3
2015,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"20","ET4.2",2.16666666666667
2017,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"36","ET4.2",2.4
2018,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"7","ET4.2",4
2019,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"3","ET4.2",0.5
1991,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",2.91666666666667
1992,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"77","CB3.2",2.67391304347826
1993,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",3.08333333333333
1994,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"60","CB3.2",1.72222222222222
1995,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",3.16666666666667
1996,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"83","CB3.2",2.88
1997,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"83","CB3.2",2.58
1998,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"50","CB3.2",2.625
1998,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"50","CB3.2",3.19642857142857
1999,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",3.8
2000,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"97","CB3.2",3.31034482758621
2001,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",3.86666666666667
2002,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",4.2
2003,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",3.43333333333333
2004,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"80","CB3.2",3.41666666666667
2005,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",3.1
2006,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"97","CB3.2",3.75862068965517
2007,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",4.11666666666667
2008,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",3.86666666666667
2009,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"97","CB3.2",3.10344827586207
2010,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"73","CB3.2",2.54545454545455
2011,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"23","CB3.2",3
2012,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"50","CB3.2",1.66666666666667
2013,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"63","CB3.2",2.92105263157895
2014,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"80","CB3.2",3.0625
2015,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","CB3.2",3.71666666666667
2016,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"83","CB3.2",3.72
2017,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"83","CB3.2",3.5
2018,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"70","CB3.2",3.23809523809524
2019,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"73","CB3.2",3.90909090909091
1990,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","CB3.2",2.98214285714286
1991,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100","CB3.2",3.08333333333333
1992,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"90","CB3.2",2.87037037037037
1993,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"83","CB3.2",2.3
1995,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"63","CB3.2",1.65789473684211
1996,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"83","CB3.2",2.5
1997,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"80","CB3.2",2.5625
1998,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"70","CB3.2",3.54166666666667
1998,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"70","CB3.2",2.35714285714286
1999,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100","CB3.2",3.87037037037037
2000,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"70","CB3.2",2.92857142857143
2001,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100","CB3.2",3.65
2002,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100","CB3.2",3.71666666666667
2003,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"83","CB3.2",2.56
2004,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"97","CB3.2",2.32758620689655
2005,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"90","CB3.2",3.14814814814815
2006,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","CB3.2",3.83928571428571
2007,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","CB3.2",2.875
2008,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"80","CB3.2",2.91666666666667
2009,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"87","CB3.2",3.01923076923077
2010,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"80","CB3.2",2.1875
2011,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"62","CB3.2",3.22727272727273
